SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,44245 Greenview Ln,Northville Twp,MI,48168,829000,5,4.5,Northville Twp,3544,16988,2001,1,234,500,Pre On-Market,January-14-2023 01:00 PM,January-14-2023 03:00 PM,https://www.redfin.com/MI/Northville/44245-Greenview-Ln-48168/home/98889935,REALCOMP,20230002293,N,Y,42.408071,-83.480594
MLS Listing,,Condo/Co-op,17299 Garden Ridge Ln,Northville Twp,MI,48168,649900,3,3,Northville Twp,1834,,2020,1,354,490,Active,,,https://www.redfin.com/MI/Northville/17299-Garden-Ridge-Ln-48168/home/167970784,REALCOMP,20230002532,N,Y,42.4103614,-83.5336665
MLS Listing,,Condo/Co-op,17223 Princeton Ln #70,Northville Twp,MI,48168,686333,2,2,Northville Twp,1834,,2023,2,374,490,Active,,,https://www.redfin.com/MI/Northville/17223-Princeton-Ln-48168/unit-70/home/183734996,REALCOMP,20230002192,N,Y,42.4103614,-83.5336665
MLS Listing,,Single Family Residential,48117 Fieldstone Dr,Northville Twp,MI,48168,700000,4,3.5,Northville Twp,2942,6098,2020,2,238,70,Pre On-Market,January-14-2023 12:00 PM,January-14-2023 02:00 PM,https://www.redfin.com/MI/Northville/48117-Fieldstone-Dr-48168/home/170623124,REALCOMP,20230002089,N,Y,42.3964314,-83.5155702
MLS Listing,,Single Family Residential,46051 Seven Mile Rd,Northville Twp,MI,48167,2185000,4,4,Northville Twp,3575,43995,2024,5,611,,Active,,,https://www.redfin.com/MI/Northville/46051-7-Mile-Rd-48167/home/98885535,REALCOMP,20221067402,N,Y,42.4232818,-83.4973773
MLS Listing,,Single Family Residential,16290 Brook Trout Ln,Northville Twp,MI,48168,769000,4,4.5,Northville Twp,3314,14810,2011,7,232,63,Active,,,https://www.redfin.com/MI/Northville/16290-Brook-Trout-Ln-48168/home/98891330,REALCOMP,20221069543,N,Y,42.4020839,-83.5212494
MLS Listing,,Single Family Residential,22465 Simcheck Dr,Lyon Twp,MI,48167,1099990,4,4.5,Lyon Twp,4121,229125,1977,10,267,,Active,,,https://www.redfin.com/MI/Northville/22465-Simcheck-48167/home/99219410,REALCOMP,20221068648,N,Y,42.452864,-83.557483
MLS Listing,,Condo/Co-op,16728 Dover Dr,Northville Twp,MI,48168,249999,2,2,Northville Twp,1653,,2002,15,151,310,Active,,,https://www.redfin.com/MI/Northville/16728-Dover-Dr-48168/home/180162845,REALCOMP,20221070256,N,Y,42.4004109,-83.5331951
MLS Listing,,Condo/Co-op,18218 Jamestown Cir,Northville,MI,48168,140000,1,1.5,Northville Twp,962,,1966,16,146,440,Active,,,https://www.redfin.com/MI/Northville/18218-Jamestown-Cir-48168/home/183580252,REALCOMP,57050098251,N,Y,42.4186593,-83.4739895
MLS Listing,,Condo/Co-op,18218 Jamestown Cir Unit Court 4,Northville,MI,48168,140000,1,1.5,Kings Mill Cooperative,962,,1966,16,146,440,Active,,,https://www.redfin.com/MI/Northville/18218-Jamestown-Cir-48168/unit-Court-4/home/183611503,MiRealSource-MiMLS,50098251,N,Y,42.4186593,-83.4739895
MLS Listing,,Single Family Residential,340 Pennell St,Northville,MI,48167,285000,2,1,Northville (Wayne County),808,5227,1923,25,353,,Active,,,https://www.redfin.com/MI/Northville/340-Pennell-St-48167/home/83586699,REALCOMP,20221069213,N,Y,42.4344176,-83.4770307
MLS Listing,,Vacant Land,20775 Cambridge Dr,Novi,MI,48167,750000,,,Novi,,89733,,27,,,Active,,,https://www.redfin.com/MI/Novi/20775-Cambridge-Parcel-B-DR-48167/home/182241717,REALCOMP,20221069016,N,Y,42.4312595,-83.483215
MLS Listing,,Mobile/Manufactured Home,9960 Berkshire,Salem Twp,MI,48167,77900,3,2,Salem Twp,1500,,1998,27,52,605,Active,,,https://www.redfin.com/MI/Northville/9960-Berkshire-Ct-48167/home/143962548,REALCOMP,20221068877,N,Y,42.4324449,-83.6106257
MLS Listing,,Condo/Co-op,39836 Eagle Trace Dr,Northville Twp,MI,48168,429900,2,2,Northville Twp,1738,,1989,30,247,390,Active,,,https://www.redfin.com/MI/Northville/39836-Eagle-Trace-Dr-48168/home/98887821,REALCOMP,20221068152,N,Y,42.4076942,-83.4460063
MLS Listing,,Single Family Residential,58624 Greystone Dr,South Lyon,MI,48178,519990,4,3,South Lyon,2605,,2022,36,200,125,Active,,,https://www.redfin.com/MI/South-Lyon/58624-Greystone-34-48178/home/183179457,REALCOMP,20221066788,N,Y,42.440359,-83.627937
MLS Listing,,Single Family Residential,58852 Greystone Dr,Lyon Twp,MI,48178,498490,3,2.5,Lyon Twp,2391,8276,2022,36,208,125,Active,,,https://www.redfin.com/MI/South-Lyon/58852-Greystone-48178/home/182514261,REALCOMP,20221066784,N,Y,42.440415,-83.629258
MLS Listing,,Vacant Land,7152 5 Mile Rd,Salem Twp,MI,48168,250000,,,Salem Twp,,435600,,37,,,Active,,,https://www.redfin.com/MI/Northville/7152-5-Mile-Rd-48168/home/99375585,REALCOMP,20221066638,N,Y,42.3877158,-83.6223457
MLS Listing,,Single Family Residential,48119 Leland Dr,Northville Twp,MI,48168,729900,4,3.5,Northville Twp,3219,,2021,37,227,70,Active,,,https://www.redfin.com/MI/Northville/48119-Leland-Dr-48168/home/170623182,REALCOMP,20221066536,N,Y,42.3972908,-83.5144342
MLS Listing,,Condo/Co-op,44436 Birchwood,Northville Twp,MI,48168,474900,2,3,Northville Twp,1960,,2002,41,242,480,Active,,,https://www.redfin.com/MI/Northville/44436-Birchwood-Ct-48168/home/98890090,REALCOMP,20221065630,N,Y,42.4088378,-83.4847029
MLS Listing,,Condo/Co-op,16766 Dover Dr #101,Northville Twp,MI,48168,245000,2,2,Northville Twp,1653,,2002,42,148,310,Active,,,https://www.redfin.com/MI/Northville/16766-Dover-Dr-48168/unit-101/home/183122433,REALCOMP,20221065594,N,Y,42.400345,-83.532655
MLS Listing,,Single Family Residential,132 Randolph St,Northville,MI,48167,495000,3,3,Northville (Wayne County),2154,27007,1880,43,230,,Active,,,https://www.redfin.com/MI/Northville/132-Randolph-St-48167/home/98741308,REALCOMP,20221064857,N,Y,42.4332539,-83.4844621
MLS Listing,,Vacant Land,328 N Center St,Northville,MI,48167,399000,,,Northville (Wayne County),,21780,,45,,,Active,,,https://www.redfin.com/MI/Northville/328-N-Center-St-48167/home/98741303,REALCOMP,20221064444,N,Y,42.4338712,-83.4825455
MLS Listing,,Condo/Co-op,49128 Rainbow Ln S,Northville Twp,MI,48168,469900,2,2,Northville Twp,1935,,2010,46,243,345,Active,,,https://www.redfin.com/MI/Northville/49128-Rainbow-Unknown/home/180681683,REALCOMP,20221063530,N,Y,42.402122,-83.527785
MLS Listing,,Single Family Residential,43538 Six Mile Rd,Northville Twp,MI,48168,3945000,4,7,Northville Twp,5200,155944,2023,49,759,,Active,,,https://www.redfin.com/MI/Northville/43538-Six-Mile-Rd-48168/home/168676796,REALCOMP,20221062824,N,Y,42.4105829,-83.4723562
MLS Listing,,Condo/Co-op,1242 Charleston,Northville,MI,48167,297000,3,3.5,Northville (Oakland County),1712,,1984,50,173,316,Active,,,https://www.redfin.com/MI/Northville/1242-Charleston-Ct-48167/home/99226484,REALCOMP,20221063477,N,Y,42.4397778,-83.4943581
MLS Listing,,Single Family Residential,45612 Tournament Dr,Northville Twp,MI,48168,1200000,4,5,Northville Twp,4478,16552,2000,52,268,146,Active,,,https://www.redfin.com/MI/Northville/45612-Tournament-Dr-48168/home/98890408,REALCOMP,20221063008,N,Y,42.4008487,-83.4887632
MLS Listing,,Condo/Co-op,16896 Dover Dr,Northville Twp,MI,48168,259999,2,2,Northville Twp,1653,,2002,53,157,310,Active,,,https://www.redfin.com/MI/Northville/16896-Dover-Dr-48168/home/98892080,REALCOMP,20221057638,N,Y,42.4004959,-83.534137
MLS Listing,,Condo/Co-op,20718 Taft Rd,Northville,MI,48167,209900,2,2,Northville (Oakland County),1047,,1986,59,200,265,Active,,,https://www.redfin.com/MI/Northville/20718-Taft-Rd-48167/home/99226885,REALCOMP,20221061153,N,Y,42.4370913,-83.4928987
MLS Listing,,Single Family Residential,112 Walnut St,Northville,MI,48167,365000,3,2,Northville (Wayne County),1014,3920,1910,63,360,,Active,,,https://www.redfin.com/MI/Northville/112-Walnut-St-48167/home/98741144,REALCOMP,20221057758,N,Y,42.4365834,-83.4837565
MLS Listing,,Multi-Family (2-4 Unit),597 Randolph St,Northville,MI,48167,1659800,6,3.5,Northville (Wayne County),2088,10454,2022,64,795,,Active,,,https://www.redfin.com/MI/Northville/597-Randolph-St-48167/home/98741216,REALCOMP,20221059233,N,Y,42.4361801,-83.4908784
MLS Listing,,Single Family Residential,43060 Steepleview St,Northville Twp,MI,48168,434000,3,2.5,Northville Twp,2150,10454,1979,66,202,14,Active,,,https://www.redfin.com/MI/Northville/43060-Steepleview-St-48168/home/98889495,REALCOMP,20221056236,N,Y,42.4021647,-83.4634735
MLS Listing,,Mobile/Manufactured Home,9836 Hathaway Dr,Salem Twp,MI,48167,94999,3,2,Salem Twp,1568,,2022,66,61,605,Active,,,https://www.redfin.com/MI/Northville/9836-Hathaway-Dr-48167/home/143962623,REALCOMP,20221059224,N,Y,42.4307786,-83.6109168
MLS Listing,,Vacant Land,43536 6 Mile Rd,Northville Twp,MI,48168,649900,,,Northville Twp,,155944,,69,,,Active,,,https://www.redfin.com/MI/Northville/43536-6-Mile-Rd-48168/home/79072830,REALCOMP,20221057715,N,Y,42.4114777,-83.4737323
MLS Listing,,Single Family Residential,9414 7 Mile,Northville,MI,48167 9118,2950000,6,5.5,Salem Twp,4682,3706955,2004,70,630,,Active,,,https://www.redfin.com/MI/Northville/9414-7-Mile-Rd-48167/home/182561538,MiRealSource-MiMLS,60158710,N,Y,42.416389,-83.582035
MLS Listing,,Single Family Residential,20841 Abingdon,Northville,MI,48167,745490,4,2.5,Northville (Oakland County),3363,,2022,71,222,100,Active,,,https://www.redfin.com/MI/Unknown/20841-Abingdon-St-48167/home/182588654,REALCOMP,20221057818,N,Y,42.4365,-83.4954
MLS Listing,,Single Family Residential,51866 Barnstaple,Northville,MI,48167,704990,4,2.5,Northville,2722,,2022,71,259,100,Active,,,https://www.redfin.com/MI/Northville/51866-Barnstaple-Unknown/home/182587151,MiRealSource-MiMLS,60159172,N,Y,42.4365,-83.4954
MLS Listing,,Single Family Residential,51866 Barnstaple Dr,Northville,MI,48167,704990,4,2.5,Northville (Oakland County),2722,,2022,71,259,100,Active,,,https://www.redfin.com/MI/Northville/51866-Barnstaple-DR-Unknown/home/182586797,REALCOMP,20221057793,N,Y,42.4311464,-83.4832692
MLS Listing,,Condo/Co-op,16701 Carriage Way,Northville Twp,MI,48168,260000,2,2,Northville Twp,1653,,2002,76,157,285,Active,,,https://www.redfin.com/MI/Northville/16701-Carriage-Way-48168/home/98891488,REALCOMP,20221056168,N,Y,42.40055,-83.5319059
MLS Listing,,Single Family Residential,58748 Greystone Dr,Lyon Twp,MI,48178,619990,5,3,Lyon Twp,3379,9583,2023,77,183,125,Active,,,https://www.redfin.com/MI/South-Lyon/58748-Greystone-48178/home/182514006,REALCOMP,20221056281,N,Y,42.440415,-83.629258
MLS Listing,,Single Family Residential,58844 Blackstone Way,Lyon Twp,MI,48178,609990,5,3,Lyon Twp,3160,,2023,77,193,125,Active,,,https://www.redfin.com/MI/South-Lyon/58844-Blackstone-48178/home/182512294,REALCOMP,20221056209,N,Y,42.440415,-83.629258
MLS Listing,,Condo/Co-op,15972 Morningside,Northville Twp,MI,48168,259999,2,2,Northville Twp,1653,,2005,79,157,310,Active,,,https://www.redfin.com/MI/Northville/15972-Morningside-48168/home/98891857,REALCOMP,20221030950,N,Y,42.3984523,-83.5330824
MLS Listing,,Single Family Residential,965 Grace St,Northville,MI,48167,637500,3,3.5,Northville (Oakland County),2744,11325,1956,81,232,,Active,,,https://www.redfin.com/MI/Northville/965-Grace-St-48167/home/61251295,REALCOMP,20221052588,N,Y,42.4420926,-83.4825872
MLS Listing,,Single Family Residential,46078 Frederick St,Northville Twp,MI,48167,309900,3,1.5,Northville Twp,1300,10018,1937,83,238,,Active,,,https://www.redfin.com/MI/Northville/46078-Frederick-St-48167/home/98885035,REALCOMP,20221053227,N,Y,42.4261544,-83.4974606
MLS Listing,,Single Family Residential,18073 Shagbark Dr,Northville Twp,MI,48168,1900000,5,9,Northville Twp,6028,,2020,83,315,200,Active,,,https://www.redfin.com/MI/Northville/18073-Shagbark-Dr-48168/home/145204190,REALCOMP,20221054263,N,Y,42.4142892,-83.5386683
MLS Listing,,Condo/Co-op,16024 Morningside,Northville Twp,MI,48168,250000,2,2,Northville Twp,1380,,2006,84,181,310,Active,,,https://www.redfin.com/MI/Northville/16024-Morningside-48168/home/98891877,REALCOMP,20221053520,N,Y,42.4002849,-83.53323
MLS Listing,,Vacant Land,47551 7 Mile,Northville,MI,48167,1685000,,,Northville,,67518,,88,,,Active,,,https://www.redfin.com/MI/Northville/47551-W-Seven-Mile-Rd-48168/home/182267527,MiRealSource-MiMLS,60153373,N,Y,42.4230038,-83.5136458
MLS Listing,,Single Family Residential,"597 Randolph  St., Unit A St",Northville,MI,48167,828900,3,3.5,Northville (Wayne County),2088,10454,2022,91,397,225,Active,,,https://www.redfin.com/MI/Northville/597-Randolph-St-48167/unit-A/home/174792021,REALCOMP,20221050252,N,Y,42.4362183,-83.4908784
MLS Listing,,Mobile/Manufactured Home,7879 Canterbury Ln,Northville,MI,48167,115000,3,2,Northville (Oakland County),1600,,2012,98,72,,Active,,,https://www.redfin.com/MI/Northville/7879-Canterbury-Ln-48167/home/143962608,REALCOMP,20221049274,N,Y,42.4312316,-83.610586
